Brand;Fragrance;Tier;Gender;Top Notes;Middle Notes;Base Notes;Accords;Rating;Rating Count
Roja Dove;Pierre De Velay No. 4;Statement, Wildcard;unisex;Bay Leaf, Sage and Bergamot;Rose de Mai and Grasse Rose;Rum, Cardamom, Sandalwood, Vanilla, Benzoin, Labdanum and Musk;warm spicy, aromatic, woody, fresh spicy, amber;4.52;31.0
Roja Dove;Pierre De Velay No. 25;Statement, Wildcard;unisex;Clementine, Lime, Bergamot, Lemon, Grapefruit and Aldehydes;Davana, Geranium, Immortelle, Cyclamen, Rose de Mai, Karo Karounde and Magnolia;Balsam Fir, Davana, Cypriol Oil or Nagarmotha, Cedar, Cedar Needles, Coffee, elemi, Patchouli, Vanilla, Tolu Balsam, Carrot Seeds, Tonka Bean, Pink Pepper, Ginger, Sandalwood, Cardamom, Wine Lees, Ambergris, Musk and Oakmoss;citrus, aromatic, woody, fresh spicy, balsamic;4.16;32.0
Roja Dove;Pierre De Velay No. 23;Statement, Wildcard;unisex;Aldehydes, Mandarin Orange and Bergamot;Ylang-Ylang, Jasmine, Violet, Rose de Mai and Orange Blossom;Leather, Civet, Labdanum, Ambergris, Musk, Sandalwood, Benzoin, Vanilla, Oakmoss, Cloves, Tonka Bean, Tobacco, Vetiver and Cedar;amber, woody, animalic, musky, powdery;3.96;24.0
Roja Dove;Semi-bespoke No. 10;Statement, Wildcard;unisex;Peach, Coriander, Cardamom, Mandarin Orange, Bergamot and Star Anise;Cinnamon, Rose, Cloves, Violet, Ylang-Ylang and Jasmine;Orris Root, Oakmoss, Olibanum, Sandalwood, Cashmere Wood, Myrrh, Cedar, Ambergris, Vanilla, Castoreum, Vetiver and Patchouli;woody, warm spicy, amber, aromatic, powdery;4.54;28.0
Roja Dove;Semi-bespoke No. 14;Statement, Wildcard;unisex;Bergamot and Jasmine;Cypress, Cedar, Agarwood (Oud), Patchouli, Cashmere Wood, Sandalwood and Vetiver;Saffron, Ambergris and Musk;woody, warm spicy, aromatic, oud, patchouli;4.14;21.0
Roja Dove;Semi-bespoke No. 21;Statement, Wildcard;unisex;Grapefruit and Mandarin Orange;Rose de Mai, Rock rose, Jasmine, Tuberose, Heliotrope and Lily-of-the-Valley;Leather, Cypriol Oil or Nagarmotha, Oakmoss, Juniper Berries, Benzoin, Olibanum, Cloves, Cedar, Labdanum, Musk, Patchouli, Tonka Bean and Vanilla;woody, amber, earthy, leather, rose;4.33;30.0
Roja Dove;Semi-bespoke No. 22;Statement;unisex;Petitgrain, Aldehydes, Bergamot and Clary Sage;Magnolia, Jasmine, Ylang-Ylang and Rose de Mai;Galbanum, Musk, Oakmoss, Sandalwood and Orris Root;woody, floral, green, citrus, powdery;3.9;20.0
Roja Dove;Nã¼wa;Safe, Statement, Wildcard;unisex;Bergamot and Lemon;Rose, Ylang-Ylang, Osmanthus, Jasmine, Currant buds and Immortelle;Ambergris, Birch, Cumin, Oakmoss, Labdanum, Cloves, Vetiver, Orris Root, Black Pepper, Patchouli and Styrax;rose, woody, floral, amber, fresh spicy;4.15;335.0
Roja Dove;Nã¼wa 2015 Edition;Statement, Wildcard;unisex;Bergamot and Grapefruit;Rose de Mai, Orange Blossom and Jasmine;Vanilla, Sandalwood, Benzoin, Pepper, Peru Balsam, Cumin and Cloves;rose, vanilla, citrus, woody, warm spicy;4.5;102.0
Roja Dove;Parfum De La Nuit No 1;Safe, Statement, Wildcard;unisex;;Guaiac Wood, Clove, Patchouli, Vetiver, Cedar, Papyrus and Saffron;Labdanum, Benzoin, Tolu Balsam, Castoreum, Civet, Styrax, Vanilla and Tonka Bean;amber, woody, warm spicy, vanilla, musky;4.18;179.0
Roja Dove;Parfum De La Nuit No 3;Statement, Wildcard;unisex;;Rose and Artemisia;Leather, Incense, Cumin, Amber, Saffron, Benzoin, Gurjan balsam, Styrax, Cardamom, Labdanum, Cypriol Oil or Nagarmotha, Sandalwood, Amyris, Patchouli, Cedar, Juniper and Guaiac Wood;amber, woody, warm spicy, leather, fresh spicy;4.54;432.0
Roja Dove;Essence Rare;Statement, Wildcard;unisex;Raspberry, Blood Orange, Sweet Orange and Black Currant;Violet, Rose and Jasmine;Palmarosa, Patchouli, Sandalwood, Moss, Vetiver, Cedar, Musk, Saffron, Labdanum and Coriander;woody, fruity, citrus, powdery, earthy;4.24;41.0
Roja Dove;Les Clochettes Du Bonheur;Statement;women;Lilac, Bergamot and Amaryllis;Lily-of-the-Valley, Jasmine and Ylang-Ylang;Musk and Sandalwood;white floral, floral, fresh, green, yellow floral;4.05;21.0
Roja Dove;Pierre De Velay No. 1;Statement, Wildcard;unisex;;May Rose, Jasmine and Orange Blossom;Agarwood (Oud), Saffron, Ambergris, Benzoin, Leather, Cypriol Oil or Nagarmotha, Patchouli, Labdanum, Vanilla, Sandalwood, Cedar and Musk;amber, warm spicy, white floral, woody, rose;4.61;62.0
Roja Dove;Pierre De Velay No. 11;Statement;unisex;Citruses and Lemon;Violet, Rose de Mai and Jasmine;Cedar, Rhubarb, Patchouli, Woody Notes, Orris Root, Oakmoss, Vetiver, Musk, Spicy Notes, Celery Seeds, Pepper and Vanilla;woody, powdery, earthy, citrus, aromatic;3.67;21.0
Roja Dove;Roja Haute Luxe;Safe, Statement, Wildcard;unisex;;Ylang-Ylang, Jasmine and Rose de Mai;Benzoin, Oakmoss, Cloves, Cinnamon, Iris, Vanilla, Labdanum, Amber, Ginger, Patchouli, Amyris, Styrax, Vetiver and Cedar;warm spicy, amber, woody, earthy, vanilla;4.14;343.0
Roja Dove;Great Britain;Statement, Wildcard;unisex;Clary Sage, Bergamot and Lemon;Violet, Rose de Mai and Jasmine;Leather, Orris, Labdanum, Ambergris, Oakmoss, Tolu Balsam, Ambrette (Musk Mallow), Cedar, Carrot Seeds, Cloves, Patchouli, Guaiac Wood, Styrax and Juniper;leather, amber, powdery, animalic, woody;4.31;266.0
Roja Dove;Fruity Aoud;Statement, Wildcard;unisex;Grapefruit, Artemisia and Bergamot;Strawberry, Black Currant, Raspberry, Rose, Orange Blossom and Violet;Agarwood (Oud), Gurjan balsam, Leather, Vanilla, Labdanum, Olibanum, Musk, Amyris, Cardamom, Cashmere Wood, Guaiac Wood, Sandalwood, Cypriol Oil or Nagarmotha, Saffron, Oakmoss, Orris, Patchouli, Cedar and Birch;fruity, woody, sweet, oud, fresh spicy;4.22;109.0
Roja Dove;Candy Aoud;Statement, Wildcard;unisex;Bergamot and Grapefruit;Banana, Apple, Pear, Black Currant and Rose;Agarwood (Oud), Leather, Amber, Birch, Rhubarb, Saffron, Patchouli, Gurjan balsam, Musk, Sandalwood, Cardamom, Cashmere Wood, Labdanum, Oakmoss, Amyris, Cedar, Balsam Fir, Olibanum and Orris;fruity, woody, leather, sweet, amber;4.19;151.0
Roja Dove;Turandot;Statement;unisex;Aldehydes, Lemon, Bergamot and Petitgrain;Peach, May Rose, Magnolia, Jasmine, Black Currant, Heliotrope, Immortelle, Ylang-Ylang, Orange Blossom and Princess Tree or Paulownia;Cashmere Wood, Coffee, Iris, Benzoin, Moss, Cedar, Labdanum and Patchouli;floral, woody, citrus, fruity, amber;4.26;70.0
Roja Dove;Lakmã©;Statement;unisex;Aldehydes and Citruses;Taif Rose, May Rose, Lily-of-the-Valley, Peach and Magnolia;Sandalwood, Benzoin, Orris, Cashmere Wood, Vanilla, Pink Pepper, Musk, Labdanum, Cypriol Oil or Nagarmotha, Olibanum, Ambergris and Agarwood (Oud);rose, amber, woody, powdery, floral;4.23;73.0
Roja Dove;Semi-bespoke No. 4;Statement;unisex;Blackberry, Orange, Bergamot and Lemon;Violet, Cinnamon, Jasmine, Rose, Magnolia and Carnation;Vanilla, Orris Root, Resins, Musk, Cedar, Patchouli, Ambergris, Benzoin, Sandalwood and Vetiver;powdery, fruity, vanilla, iris, woody;4.15;26.0
Roja Dove;Semi-bespoke No. 3;Statement, Wildcard;unisex;Lemon, Bergamot and Geranium;Lavender, Cardamom, Cumin, Cinnamon, Jasmine and Rose;Ambergris, Oakmoss, Leather, Vetiver, Musk, Vanilla, Civet and Cedar;aromatic, fresh spicy, warm spicy, citrus, animalic;4.15;33.0
Roja Dove;Semi-bespoke No. 24;Statement;unisex;Bergamot and Lemon;Raspberry, Wisteria, Heliotrope, Almond, Rose de Mai and Lily-of-the-Valley;Tonka Bean, Musk, Violet Leaf, Cumin, Pepper, Sandalwood, Labdanum, Galbanum, Oakmoss, Cedar and Patchouli;floral, fruity, almond, sweet, powdery;4.51;43.0
Roja Dove;Semi-bespoke No. 23;Statement, Wildcard;unisex;Oregano, Thyme, Basil and Bergamot;Rock rose and Geranium;Olibanum, Cloves, Sandalwood, Labdanum, Vanilla, Pine Tree, Patchouli, Agarwood (Oud), Cypriol Oil or Nagarmotha, Cedar and Musk;woody, aromatic, fresh spicy, amber, warm spicy;4.21;29.0
Roja Dove;Sweetie Aoud;Safe, Statement, Wildcard;unisex;Artemisia and Bergamot;Gourmand Accord, May Rose and Cistus Incanus;Agarwood (Oud), Cardamom, Gurjan balsam, Amyris, Olibanum, Frankincense, Labdanum, Spanish Labdanum, Guaiac Wood, Juniper, Patchouli, Cumin, Cedar, Cedarwood and Cypriol Oil or Nagarmotha;woody, aromatic, fresh spicy, warm spicy, amber;4.28;753.0
Roja Dove;Parfum De La Nuit No 2;Safe, Statement, Wildcard;unisex;Orange, Bergamot and Lemon;Rum and Coconut;Tolu Balsam, Benzoin, Tonka Bean, Guaiac Wood, Labdanum, Civet, Castoreum, Papyrus, Vetiver and Patchouli;amber, woody, warm spicy, citrus, sweet;4.33;251.0
Roja Dove;Bergamot;Statement, Wildcard;unisex;Bergamot, Lemon, Lavender, Orange and Rosemary;Jasmine and Rose;Oakmoss, Ginger, Vetiver, Musk, Coriander and Patchouli;citrus, aromatic, fresh spicy, woody, earthy;4.32;114.0
Roja Dove;Ahlam;Statement, Wildcard;women;;Rose de Mai, Violet, Ylang-Ylang, Geranium and Jasmine;Powdery Notes, Agarwood (Oud), Almond, Vanilla, Ambergris, Orris, Musk, Saffron, Rhubarb, Sandalwood and Patchouli;powdery, rose, oud, almond, floral;4.18;132.0
Roja Dove;Bergdorf Pour Femme;Statement, Wildcard;women;;Gardenia, Heliotrope, Tuberose, Jasmine, Orange Blossom, Rose, Violet and Lily-of-the-Valley;Oakmoss, Musk, Sandalwood, Vanilla, Cedar, Pink Pepper, Benzoin, Styrax, Castoreum, Patchouli and Olibanum;white floral, powdery, woody, vanilla, animalic;4.31;78.0
Roja Dove;Roja Love;Statement;unisex;Mandarin Orange and Bergamot;Peach, Black Currant and Jasmine;Musk, Vanilla, Orris Root, Sandalwood, Benzoin, Cedar, Pepper and Patchouli;fruity, woody, powdery, citrus, vanilla;4.1;52.0
Roja Dove;Elysium Pour Femme;Statement;women;Blackberry, Bergamot, Mandarin Orange and Peach;Freesia, Magnolia, Lily-of-the-Valley, Jasmine, Ylang-Ylang, Geranium, Peony, Cyclamen and Violet;Musk, Pink Pepper, Sandalwood, Cedarwood and Vanilla;floral, citrus, woody, white floral, musky;3.83;121.0
Roja Dove;Elysium Pour Homme Eau Intense;Statement, Wildcard;men;Rhubarb, Grapefruit, Artemisia, Musk, Lime, Thyme, Bergamot and Lavender;Black Currant, Lily of the Valley, Orange Blossom, Jasmine, Tuberose, Apple and Rose de Mai;juniper berry, Vetiver, Musk, Galbanum, Dry Wood, Cedarwood, Black Pepper, Benzoin, Vanilla, Labdanum, Ambergris, Violet Leaf, Leather and Cypriol Oil or Nagarmotha;aromatic, fresh spicy, citrus, woody, green;3.91;576.0
Roja Dove;Elysium Pour Homme Parfum;Safe, Statement;men;Grapefruit, Lemon, Galbanum and Lime;Apple, Lily-of-the-Valley, Pink Pepper, Woody Notes, Jasmine and Rose;Ambergris, Musk, Leather, Labdanum, Benzoin and Vanilla;citrus, amber, green, aromatic, white floral;4.46;857.0
Roja Dove;Amber;Safe, Statement, Wildcard;unisex;Orange, Lavender, Geranium and Bergamot;Cacao and Rose;Amber, Vanilla, Patchouli, Sandalwood, Coumarin, Labdanum, Benzoin and Cedar;amber, woody, warm spicy, vanilla, cacao;4.51;188.0
Roja Dove;Majestic Aoud;Statement, Wildcard;unisex;Rosemary and Bergamot;Osmanthus, Jasmine and Rose de Mai;Agarwood (Oud), Patchouli, Civet, Cypriol Oil or Nagarmotha, Valerian, Gurjan balsam, Castoreum, Ambergris, Amyris, Pepper, Saffron, Vetiver, Labdanum, Ambrette (Musk Mallow), Guaiac Wood and Cedar;woody, musky, fresh spicy, animalic, aromatic;3.96;53.0
Roja Dove;Gardenia;Safe, Statement;women;;Jasmine, Orange Blossom, Heliotrope, Mimosa, Violet, Rose and Peach;Musk, elemi, Sandalwood, Styrax, Cedar and Cloves;white floral, powdery, citrus, floral, woody;4.16;189.0
Roja Dove;Lilac;Statement, Wildcard;women;;Heliotrope, Violet, Orange Blossom, Ylang-Ylang, Jasmine, Rose and Peach;Amyris, Ginger, Orris Root, Oakmoss, Vanilla, Peru Balsam, Cinnamon, Cedar, Benzoin, Cloves, Sandalwood and Patchouli;woody, powdery, warm spicy, white floral, citrus;4.09;111.0
Roja Dove;Lily;Safe, Statement, Wildcard;women;Lemon and Bergamot;Lily, Tiare Flower, Ylang-Ylang, Jasmine, Cloves, Carnation and Rose;Vanilla, Musk and Woody Notes;white floral, citrus, sweet, yellow floral, warm spicy;4.27;208.0
Roja Dove;Neroli;Statement, Wildcard;women;Bergamot and Lemon;Neroli, Orange Blossom, Violet and Geranium;Oakmoss, Musk, Ambergris, Styrax and Olibanum;citrus, white floral, amber, fresh spicy, aromatic;4.4;87.0
Roja Dove;Vetiver;Safe, Statement, Wildcard;unisex;Bergamot and Lemon;Jasmine and Rose;Vetiver, Oakmoss, Labdanum, Cedar, Pepper, Caraway, Celery, Guaiac Wood, Galbanum, Nutmeg and Litsea Cubeba;woody, aromatic, citrus, fresh spicy, earthy;4.52;213.0
Roja Dove;Fortnum & Mason Taif Oud;Statement, Wildcard;unisex;Aldehydes and Bergamot;Rose, Cassis, Cloves, Geranium, Jasmine and Ylang-Ylang;Agarwood (Oud), Benzoin, Musk, Olibanum, Labdanum, Vanilla and Patchouli;amber, rose, warm spicy, oud, fresh spicy;4.2;91.0
Roja Dove;Fortnum & Mason The Perfume;Statement, Wildcard;unisex;Lemon and Bergamot;Peach, May Rose, Labdanum, Jasmine, Geranium and Orange Blossom;Amber, Vanilla, Birch, Castoreum, Saffron, Amyris, Labdanum, Olibanum, Oakmoss, Benzoin, Musk, Patchouli, Sandalwood, Coriander and Vetiver;amber, woody, leather, aromatic, warm spicy;4.51;68.0
Roja Dove;Kingdom Of Bahrain;Statement, Wildcard;unisex;Lime, Lemon, Clary Sage, Bay Leaf and Bergamot;Violet, Jasmine and May Rose;Ambergris, Birch, Pine Tree, Cotton Candy, Cypress, Pink Pepper, Agarwood (Oud), Cashmere Wood, Leather, Saffron, Patchouli, Vanilla, Tonka Bean and Cedar;citrus, woody, aromatic, leather, amber;4.48;139.0
Roja Dove;Kingdom Of Saudi Arabia;Statement, Wildcard;unisex;Mandarin Orange, Artemisia, Lime and Aldehydes;Strawberry, Banana, Raspberry, Plum, Apple, Black Currant, Rose de Mai, Chamomile, Violet, Jasmine and Geranium;Agarwood (Oud), Leather, Cotton Candy, Cinnamon, Vanilla, Cacao Pod, Saffron, Balsam Fir, Musk, Sandalwood, Cedar, Pink Pepper, Violet Leaf, Cloves, Oakmoss and Patchouli;fruity, sweet, warm spicy, woody, oud;4.47;160.0
Roja Dove;Kuwait;Statement;unisex;Citron and Rosemary;Peach, Rose de Mai, Cassis, Labdanum, Violet, Heliotrope, Jasmine, Orange Blossom and Geranium;Agarwood (Oud), Civet, Vanilla, Benzoin, Tonka Bean, Musk, Saffron, Ambergris, Rhubarb, Oakmoss, Birch, Labdanum, Patchouli, Cashmere Wood, Sandalwood and Leather;amber, powdery, musky, woody, vanilla;4.29;140.0
Roja Dove;Musk Aoud;Statement, Wildcard;unisex;Bergamot and Lemon;Rose, Ylang-Ylang and Jasmine;Agarwood (Oud), Musk, Ambrette (Musk Mallow), Leather, Precious Woods, Birch, Vanilla, Tonka Bean, Oakmoss, Sandalwood and Nutmeg;musky, woody, leather, oud, floral;4.3;453.0
Roja Dove;Qatar;Safe, Statement, Wildcard;unisex;;Peach, Pear, Rose de Mai, Violet and Jasmine;Agarwood (Oud), Cotton Candy, Ambergris, Benzoin, Saffron, Styrax, Musk, Orris Root, Birch, Patchouli, Cashmere Wood, Labdanum, Sandalwood, Cloves, Vanilla and Cedar;amber, sweet, warm spicy, woody, powdery;4.26;247.0
Roja Dove;Aoud Absolue Precieux;Statement, Wildcard;unisex;Verbena, Lemon and Bergamot;Rose de Mai, Geranium, Jasmine and Ylang-Ylang;Agarwood (Oud), Patchouli, Leather, Rhubarb, Cinnamon, Nutmeg, Saffron, Vanilla, Ambergris, Musk, Cedar, Cashmirwood and Sandalwood;citrus, fresh spicy, oud, rose, aromatic;4.69;104.0
Roja Dove;Amber Aoud Absolue Precieux;Safe, Statement, Wildcard;unisex;Lime, Lemon and Bergamot;Rose de Mai, Fig, Jasmine and Ylang-Ylang;Patchouli, Agarwood (Oud), Saffron, Ambergris, Benzoin, Cinnamon, Oakmoss, Sandalwood, Orris Root, Birch and Musk;citrus, rose, patchouli, woody, warm spicy;4.67;184.0
Roja Dove;Risque Pour Femme Essence De Parfum;Statement;women;;Chamomile, Hyacinth, Peach, May Rose, Ylang-Ylang and Jasmine;Oakmoss, Patchouli, Labdanum, Cedar and Vetiver;woody, floral, herbal, earthy, fresh spicy;3.56;66.0
Roja Dove;Risque Pour Homme;Statement, Wildcard;men;Bergamot, Lavender and Lemon;Peach, Geranium and Jasmine;Incense, Pink Pepper, Cedar, Myrrh, Vetiver, Oakmoss, Labdanum, Tonka Bean, Cardamom and Carrot Seeds;amber, aromatic, woody, warm spicy, citrus;4.29;126.0
Roja Dove;Rose;Statement, Wildcard;women;;May Rose, Geranium and Ylang-Ylang;Galbanum, Pepper, Birch, Cinnamon, Nutmeg, Vanilla, Benzoin, Patchouli and Musk;fresh spicy, rose, warm spicy, aromatic, green;3.91;67.0
Roja Dove;Scandal;Statement, Wildcard;women;Bergamot and Lavender;Tuberose, Gardenia, Jasmine, Orange Blossom, Freesia, Rose and Lily-of-the-Valley;Orris Root, Musk and Sandalwood;white floral, tuberose, floral, animalic, powdery;3.89;394.0
Roja Dove;Scandal Pour Femme Essence De Parfum;Statement;women;;Gardenia, Tuberose, Jasmine, Freesia, Orange Blossom, Lily-of-the-Valley and May Rose;Musk, Orris and Sandalwood;white floral, floral, tuberose, animalic;3.57;98.0
Roja Dove;Scandal Pour Homme;Safe, Statement, Wildcard;men;Lemon, Lavender, Petitgrain, Bergamot, Tarragon, Basil and Mint;Jasmine, Lily-of-the-Valley, May Rose and Violet;Oakmoss, Ambergris, Musk, Cloves, Vetiver, Nutmeg, Cardamom, Cashmere Wood, Patchouli, Tonka Bean, Cedar, Sandalwood, Rhubarb and Labdanum;aromatic, citrus, fresh spicy, woody, green;4.36;409.0
Roja Dove;Scandal Pour Homme Parfum Cologne;Statement, Wildcard;men;Lavender, Lemon, Mint, Bergamot, Tarragon, Petitgrain and Basil;Jasmine, Lily-of-the-Valley, Violet and Rose de Mai;Moss, Clove, Ambergris, Vetiver, Tonka Bean, Patchouli, Labdanum, Cedar, Sandalwood, Cardamom, Musk, Nutmeg, Cashmere Wood and Rhubarb;aromatic, citrus, fresh spicy, woody, green;3.93;540.0
Roja Dove;Sultanate Of Oman;Statement, Wildcard;unisex;Grapefruit and Orange;Raspberry, Rose de Mai, Violet and Jasmine;Incense, elemi, Agarwood (Oud), Gurjan balsam, Cardamom, Guaiac Wood, Saffron, Birch, Oakmoss, Orris, Papyrus, Sandalwood, Carrot Seeds, Cedar, Amyris and Musk;woody, warm spicy, aromatic, powdery, smoky;4.19;93.0
Roja Dove;Taif Aoud;Statement, Wildcard;unisex;Aldehydes and Bergamot;Taif Rose, Geranium, Cassis, Clove, Jasmine and Ylang-Ylang;Musk, Incense, Patchouli, Agarwood (Oud), Vanilla, Benzoin and Labdanum;rose, fresh spicy, aromatic, warm spicy, aldehydic;3.96;97.0
Roja Dove;Tuberose Pour Femme;Statement;women;Bergamot, Petitgrain and Mandarin Orange;Tuberose, Jasmine, Orange Blossom, Peach, Plum and Labdanum;Cinnamon, Vanilla and Musk;white floral, tuberose, citrus, fruity, sweet;4.03;66.0
Roja Dove;United Arab Emirates Spirit Of The Union;Statement, Wildcard;unisex;Artemisia and Bergamot;Taif Rose, Black Currant, Rose, Cloves, Geranium, Ylang-Ylang and Jasmine;Agarwood (Oud), Incense, Benzoin, Civet, Guaiac Wood, Labdanum, Musk, Oakmoss, Patchouli and Pink Pepper;rose, amber, woody, warm spicy, musky;4.5;141.0
Roja Dove;Unspoken;Safe, Statement, Wildcard;women;Lavender, Aldehydes and Bergamot;Ylang-Ylang, Jasmine, Rose and Neroli;Sandalwood, Resins, Orris Root, Spicy Notes, Oakmoss, Labdanum, Ginger, Amber, Vanilla, Patchouli, Vetiver, Green Notes and Cedar;woody, amber, warm spicy, powdery, earthy;4.2;267.0
Roja Dove;Vetiver Pour Homme;Safe, Statement, Wildcard;men;Lemon and Bergamot;Labdanum, Rose de Mai and Jasmine;Vetiver, Oakmoss, Cedar, Cedar Needles, Labdanum, Pink Pepper, Guaiac Wood, Nutmeg, Galbanum, Amyris, Pepper, Celery Seeds and Caraway;woody, aromatic, citrus, earthy, fresh spicy;4.42;228.0
Roja Dove;Vetiver Pour Homme Parfum Cologne;Safe, Statement, Wildcard;men;Lemon and Bergamot;Rose de Mai, Jasmine and Labdanum;Vetiver, Cedar, Cedar Needles, Oakmoss, Galbanum, Caraway, Pink Pepper, Guaiac Wood, Celery Seeds, Amyris, Labdanum, Pepper and Nutmeg;woody, aromatic, citrus, earthy, fresh spicy;4.13;453.0
Roja Dove;51 Pour Femme;Safe, Statement;women;;Ylang-Ylang, Gardenia, Raspberry, Tuberose, Jasmine, Rose, Orange Blossom and Lily-of-the-Valley;Vanilla, Cashmere Wood, Sandalwood, Benzoin, Orris Root, Violet Leaf, Cinnamon, Anise, Patchouli and Cloves;white floral, woody, sweet, vanilla, yellow floral;4.27;509.0
Roja Dove;51 Pour Homme;Statement, Wildcard;men;Lavender, Lemon and Bergamot;Rose, Jasmine, Violet, Geranium and Ylang-Ylang;Agarwood (Oud), Leather, Saffron, Birch, Ambrette (Musk Mallow), Musk, Cinnamon, Patchouli, Opoponax, Labdanum, Oakmoss, Vanilla, Galbanum, Cashmeran, Sandalwood, Benzoin, Nutmeg, Cedar, Pink Pepper and Caraway;leather, woody, warm spicy, musky, amber;4.26;91.0
Roja Dove;Risque;Safe, Statement, Wildcard;women;Bergamot, Lemon and Litsea Cubeba;Chamomile, Hyacinth, Rose, Jasmine and Ylang-Ylang;Oakmoss, Civet, Patchouli, Vetiver, Labdanum and Cedar;woody, citrus, floral, earthy, mossy;4.18;321.0
Roja Dove;Aoud;Statement, Wildcard;unisex;Lemon Verbena, Lemon and Bergamot;May Rose, Geranium, Ylang-Ylang and Jasmine;Agarwood (Oud), Ambergris, Leather, Saffron, Musk, Rhubarb, Sandalwood, Cashmere Wood, Patchouli, Nutmeg, Cinnamon, Cedar and Vanilla;rose, fresh spicy, oud, warm spicy, woody;4.29;454.0
Roja Dove;Sultanate Of Oman;Statement, Wildcard;unisex;Grapefruit and Orange;Raspberry, Rose de Mai, Violet and Jasmine;Olibanum, Agarwood (Oud), Gurjan balsam, Saffron, Birch, Guaiac Wood, Papyrus, elemi, Orris Root, Amyris, Carrot Seeds, Cardamom, Oakmoss, Sandalwood, Cedar and Musk;woody, fresh spicy, amber, oud, warm spicy;4.44;193.0
Roja Dove;Goodman's Bergdorf Goodman;Statement, Wildcard;men;Bergamot and Mandarin Orange;Neroli, Jasmine, Rose and Ylang-Ylang;Vetiver, Olibanum, Coriander, Patchouli, Castoreum, Musk, Cinnamon, Cardamom, Cedar and Civet;woody, aromatic, citrus, warm spicy, musky;4.27;88.0
Roja Dove;H Aoud;Statement, Wildcard;unisex;Cypriol Oil or Nagarmotha, Gurjan balsam, Bergamot and Valerian;Rose, Nutmeg, Oregano, Jasmine and Geranium;Patchouli, Vetiver, Agarwood (Oud), Labdanum, Birch and Benzoin;woody, fresh spicy, earthy, aromatic, amber;4.0;91.0
Roja Dove;Fetish Pour Homme;Statement, Wildcard;men;Lime, Bergamot and Lemon;Fig, Neroli, Jasmine and Violet;Leather, Castoreum, Labdanum, Cinnamon, Oakmoss, Cardamom, Ambergris, Pepper, elemi, Vetiver, Benzoin, Patchouli, Musk and Vanilla;leather, citrus, amber, warm spicy, woody;4.39;645.0
Roja Dove;Fetish;Safe, Statement, Wildcard;women;Petitgrain and Bergamot;Jasmine, Rose, Ylang-Ylang and Tuberose;Oakmoss, Galbanum, Castoreum, Cedar, Cloves, Patchouli, Vetiver, Musk and Cinnamon;woody, green, aromatic, earthy, mossy;4.13;194.0
Roja Dove;Enslaved;Statement, Wildcard;women;Lavender, Bergamot, Lime and Lemon;Carnation, Ylang-Ylang, Geranium, Rose, Jasmine and Orange Blossom;Amber, Labdanum, Oakmoss, Musk, Vetiver, Patchouli and Cedar;amber, woody, aromatic, floral, warm spicy;3.98;291.0
Roja Dove;Enigma Pour Femme Essence De Parfum;Safe, Statement;women;;May Rose, Peach, Ylang-Ylang, Heliotrope, Geranium, Neroli and Jasmine;Musk, Vanilla, Sandalwood, Ambergris, Patchouli and Orris;powdery, rose, musky, vanilla, woody;4.04;158.0
Roja Dove;Enigma Parfum D'or;Statement, Wildcard;women;;Rose, Peach, Heliotrope, Ylang-Ylang, Geranium, Jasmine and Neroli;Ambergris, Musk, Orris Root, Vanilla Absolute, Sandalwood and Patchouli;powdery, rose, fresh spicy, floral, woody;4.45;40.0
Roja Dove;Enigma Aoud;Safe, Statement, Wildcard;women;;Peach, May Rose, Ylang-Ylang, Geranium, Heliotrope, Jasmine and Neroli;Vanilla, Musk, Sandalwood, Orris, Agarwood (Oud), Ambergris and Patchouli;powdery, rose, vanilla, woody, fresh spicy;4.21;164.0
Roja Dove;Enigma;Safe, Statement;women;Peach, Neroli and Bergamot;Rose, Heliotrope, Ylang-Ylang, Jasmine and Geranium;Orris Root, Vanilla, Musk, Ambergris, Sandalwood and Patchouli;powdery, vanilla, woody, rose, sweet;4.16;636.0
Roja Dove;Elixir Pour Femme Parfum;Safe, Statement;women;;Raspberry, Rose de Mai, Peach, Ylang-Ylang, Violet, Geranium, Heliotrope, Jasmine and Lily-of-the-Valley;Musk, Cashmere Wood, Ambrette (Musk Mallow), Orris, Vanilla, Cedar, Violet Leaf, Sandalwood and Cinnamon;fruity, powdery, sweet, rose, musky;4.15;255.0
Roja Dove;Elixir Pour Femme Essence De Parfum;Safe, Statement;women;;Raspberry, Rose de Mai, Peach, Violet, Heliotrope, Ylang-Ylang, Jasmine, Geranium and Lily-of-the-Valley;Musk, Vanilla, Orris, Cashmere Wood, Violet Leaf, Sandalwood, Ambrette (Musk Mallow), Cedar and Cinnamon;powdery, fruity, sweet, rose, woody;4.03;741.0
Roja Dove;Danger Pour Homme Parfum Cologne;Safe, Statement, Wildcard;men;Lavender, Lemon, Bergamot and Tarragon;Violet, Jasmine and Lily-of-the-Valley;Cumin, Oakmoss, Vanila, Tonka Bean, Patchouli, Musk, Ambergris, Cedar, Clove, Leather, Woody Notes, Vetiver, Rhubarb and Galbanum;aromatic, woody, fresh spicy, citrus, lavender;4.02;619.0
